origin_name,origin_code,destination_name,destination_code,value
Djibouti,DJI,United Kingdom,GBR,0
Djibouti,DJI,Georgia,GEO,0
Djibouti,DJI,Ghana,GHA,0
Djibouti,DJI,Guinea,GIN,0
Djibouti,DJI,Guadeloupe,GLP,0
Djibouti,DJI,Gambia,GMB,0
Djibouti,DJI,Guinea-Bissau,GNB,0
Djibouti,DJI,Equatorial Guinea,GNQ,0
Djibouti,DJI,Greece,GRC,0
Djibouti,DJI,Grenada,GRD,0
Djibouti,DJI,Guatemala,GTM,0
Djibouti,DJI,French Guiana,GUF,0
Djibouti,DJI,Guam,GUM,0
Djibouti,DJI,Guyana,GUY,0
Djibouti,DJI,Hong Kong,HKG,0
Djibouti,DJI,Honduras,HND,0
Djibouti,DJI,Croatia,HRV,0
Djibouti,DJI,Haiti,HTI,0
Djibouti,DJI,Hungary,HUN,0
Djibouti,DJI,Indonesia,IDN,0
Djibouti,DJI,India,IND,0
Djibouti,DJI,Ireland,IRL,0
Djibouti,DJI,Iran,IRN,0
Djibouti,DJI,Iraq,IRQ,0
Djibouti,DJI,Iceland,ISL,1
Djibouti,DJI,Israel,ISR,0
Djibouti,DJI,Italy,ITA,54
Djibouti,DJI,Jamaica,JAM,0
Djibouti,DJI,Jordan,JOR,0
Djibouti,DJI,Japan,JPN,0
Djibouti,DJI,Kazakhstan,KAZ,0
Djibouti,DJI,Kenya,KEN,0
Djibouti,DJI,Kyrgyzstan,KGZ,0
Djibouti,DJI,Cambodia,KHM,0
Djibouti,DJI,South Korea,KOR,0
Djibouti,DJI,Kuwait,KWT,0
Djibouti,DJI,Laos,LAO,0
Djibouti,DJI,Lebanon,LBN,0
Djibouti,DJI,Liberia,LBR,0
Djibouti,DJI,Libya,LBY,146
Djibouti,DJI,Saint Lucia,LCA,0
Djibouti,DJI,Sri Lanka,LKA,0
Djibouti,DJI,Lesotho,LSO,0
Djibouti,DJI,Lithuania,LTU,0
Djibouti,DJI,Luxembourg,LUX,0
Djibouti,DJI,Latvia,LVA,0
Djibouti,DJI,Macao,MAC,0
Djibouti,DJI,Morocco,MAR,0
Djibouti,DJI,Moldova,MDA,0
Djibouti,DJI,Madagascar,MDG,0
Djibouti,DJI,Maldives,MDV,0
Djibouti,DJI,Mexico,MEX,1
Djibouti,DJI,Macedonia,MKD,0
Djibouti,DJI,Mali,MLI,0
Djibouti,DJI,Malta,MLT,0
Djibouti,DJI,Myanmar,MMR,0
Djibouti,DJI,Montenegro,MNE,0
Djibouti,DJI,Mongolia,MNG,0
Djibouti,DJI,Mozambique,MOZ,0
Djibouti,DJI,Mauritania,MRT,0
Djibouti,DJI,Martinique,MTQ,0
Djibouti,DJI,Mauritius,MUS,0
Djibouti,DJI,Malawi,MWI,0
Djibouti,DJI,Malaysia,MYS,0
Djibouti,DJI,Mayotte,MYT,0
Djibouti,DJI,Namibia,NAM,0
Djibouti,DJI,New Caledonia,NCL,0
Djibouti,DJI,Niger,NER,0
Djibouti,DJI,Nigeria,NGA,0
Djibouti,DJI,Nicaragua,NIC,0
Djibouti,DJI,Netherlands,NLD,20
Djibouti,DJI,Norway,NOR,19
Djibouti,DJI,Nepal,NPL,0
Djibouti,DJI,New Zealand,NZL,25
Djibouti,DJI,Oman,OMN,0
Djibouti,DJI,Pakistan,PAK,0
Djibouti,DJI,Panama,PAN,0
Djibouti,DJI,Peru,PER,0
Djibouti,DJI,Philippines,PHL,0
Djibouti,DJI,Papua New Guinea,PNG,0
Djibouti,DJI,Poland,POL,0
Djibouti,DJI,Puerto Rico,PRI,0
Djibouti,DJI,North Korea,PRK,0
Djibouti,DJI,Portugal,PRT,0
Djibouti,DJI,Paraguay,PRY,0
Djibouti,DJI,Palestine,PSE,0
Djibouti,DJI,French Polynesia,PYF,0
Djibouti,DJI,Qatar,QAT,0
Djibouti,DJI,Reunion,REU,0
Djibouti,DJI,Romania,ROU,0
Djibouti,DJI,Russia,RUS,0
Djibouti,DJI,Rwanda,RWA,0
Djibouti,DJI,Saudi Arabia,SAU,0
Djibouti,DJI,Sudan,SDN,0
Djibouti,DJI,Senegal,SEN,0
Djibouti,DJI,Singapore,SGP,0
Djibouti,DJI,Solomon Islands,SLB,0
Djibouti,DJI,Sierra Leone,SLE,0
Djibouti,DJI,El Salvador,SLV,0
Djibouti,DJI,Somalia,SOM,0
Djibouti,DJI,Serbia,SRB,0
Djibouti,DJI,South Sudan,SSD,0
Djibouti,DJI,Sao Tome and Principe,STP,0
Djibouti,DJI,Suriname,SUR,0
Djibouti,DJI,Slovakia,SVK,0
Djibouti,DJI,Slovenia,SVN,0
Djibouti,DJI,Sweden,SWE,46
Djibouti,DJI,Swaziland,SWZ,0
Djibouti,DJI,Syria,SYR,0
Djibouti,DJI,Chad,TCD,0
Djibouti,DJI,Togo,TGO,0
Djibouti,DJI,Thailand,THA,0
Djibouti,DJI,Tajikistan,TJK,0
Djibouti,DJI,Turkmenistan,TKM,0
Djibouti,DJI,East Timor,TLS,0
Djibouti,DJI,Tonga,TON,0
Djibouti,DJI,Trinidad and Tobago,TTO,0
Djibouti,DJI,Tunisia,TUN,0
Djibouti,DJI,Turkey,TUR,0
Djibouti,DJI,Tanzania,TZA,0
Djibouti,DJI,Uganda,UGA,0
Djibouti,DJI,Ukraine,UKR,0
Djibouti,DJI,Uruguay,URY,0
Djibouti,DJI,United States,USA,5
Djibouti,DJI,Uzbekistan,UZB,0
Djibouti,DJI,Saint Vincent and the Grenadines,VCT,0
Djibouti,DJI,Venezuela,VEN,0
Djibouti,DJI,Virgin Islands,VIR,0
Djibouti,DJI,Vietnam,VNM,0
Djibouti,DJI,Vanuatu,VUT,0
Djibouti,DJI,Samoa,WSM,0
Djibouti,DJI,Yemen,YEM,0
Djibouti,DJI,South Africa,ZAF,0
Djibouti,DJI,Zambia,ZMB,0
Djibouti,DJI,Zimbabwe,ZWE,0
Denmark,DNK,Aruba,ABW,0
Denmark,DNK,Afghanistan,AFG,0
Denmark,DNK,Angola,AGO,0
Denmark,DNK,Albania,ALB,41
Denmark,DNK,United Arab Emirates,ARE,1
Denmark,DNK,Argentina,ARG,0
Denmark,DNK,Armenia,ARM,0
Denmark,DNK,Australia,AUS,33
Denmark,DNK,Austria,AUT,264
Denmark,DNK,Azerbaijan,AZE,1
Denmark,DNK,Burundi,BDI,0
Denmark,DNK,Belgium,BEL,205
Denmark,DNK,Benin,BEN,0
Denmark,DNK,Burkina Faso,BFA,0
Denmark,DNK,Bangladesh,BGD,0
Denmark,DNK,Bulgaria,BGR,22
Denmark,DNK,Bahrain,BHR,16
Denmark,DNK,Bahamas,BHS,0
Denmark,DNK,Bosnia and Herzegovina,BIH,0
Denmark,DNK,Belarus,BLR,21
Denmark,DNK,Belize,BLZ,0
Denmark,DNK,Bolivia,BOL,2
Denmark,DNK,Brazil,BRA,0
Denmark,DNK,Barbados,BRB,0
Denmark,DNK,Brunei,BRN,0
Denmark,DNK,Bhutan,BTN,0
Denmark,DNK,Botswana,BWA,17
Denmark,DNK,Central African Republic,CAF,0
Denmark,DNK,Canada,CAN,1
Denmark,DNK,Switzerland,CHE,482
Denmark,DNK,Channel Islands,CHI,0
Denmark,DNK,Chile,CHL,0
Denmark,DNK,China,CHN,0
Denmark,DNK,Ivory Coast,CIV,0
Denmark,DNK,Cameroon,CMR,0
Denmark,DNK,Democratic Republic of the Congo,COD,0
Denmark,DNK,Republic of Congo,COG,0
Denmark,DNK,Colombia,COL,3
Denmark,DNK,Comoros,COM,0
Denmark,DNK,Cape Verde,CPV,0
Denmark,DNK,Costa Rica,CRI,0
Denmark,DNK,Cuba,CUB,0
Denmark,DNK,Cyprus,CYP,20
Denmark,DNK,Czech Republic,CZE,140
Denmark,DNK,Germany,DEU,1981
Denmark,DNK,Djibouti,DJI,0
Denmark,DNK,Denmark,DNK,0
Denmark,DNK,Dominican Republic,DOM,0
Denmark,DNK,Algeria,DZA,30
Denmark,DNK,Ecuador,ECU,17
Denmark,DNK,Egypt,EGY,17
Denmark,DNK,Eritrea,ERI,0
Denmark,DNK,Western Sahara,ESH,0
Denmark,DNK,Spain,ESP,1123
Denmark,DNK,Estonia,EST,6
Denmark,DNK,Ethiopia,ETH,0
Denmark,DNK,Finland,FIN,150
Denmark,DNK,Fiji,FJI,0
Denmark,DNK,France,FRA,67
Denmark,DNK,Micronesia,FSM,0
Denmark,DNK,Gabon,GAB,0
Denmark,DNK,United Kingdom,GBR,1
Denmark,DNK,Georgia,GEO,0
Denmark,DNK,Ghana,GHA,0
Denmark,DNK,Guinea,GIN,0
Denmark,DNK,Guadeloupe,GLP,0
Denmark,DNK,Gambia,GMB,0
Denmark,DNK,Guinea-Bissau,GNB,0
Denmark,DNK,Equatorial Guinea,GNQ,0
Denmark,DNK,Greece,GRC,13
Denmark,DNK,Grenada,GRD,0
Denmark,DNK,Guatemala,GTM,0
Denmark,DNK,French Guiana,GUF,0
Denmark,DNK,Guam,GUM,0
Denmark,DNK,Guyana,GUY,0
Denmark,DNK,Hong Kong,HKG,0
Denmark,DNK,Honduras,HND,0
Denmark,DNK,Croatia,HRV,39
Denmark,DNK,Haiti,HTI,0
Denmark,DNK,Hungary,HUN,118
Denmark,DNK,Indonesia,IDN,0
Denmark,DNK,India,IND,0
Denmark,DNK,Ireland,IRL,134
Denmark,DNK,Iran,IRN,0
Denmark,DNK,Iraq,IRQ,0
Denmark,DNK,Iceland,ISL,292
Denmark,DNK,Israel,ISR,382
Denmark,DNK,Italy,ITA,345
Denmark,DNK,Jamaica,JAM,0
Denmark,DNK,Jordan,JOR,0
Denmark,DNK,Japan,JPN,0
Denmark,DNK,Kazakhstan,KAZ,34
Denmark,DNK,Kenya,KEN,0
Denmark,DNK,Kyrgyzstan,KGZ,0
Denmark,DNK,Cambodia,KHM,0
Denmark,DNK,South Korea,KOR,0
Denmark,DNK,Kuwait,KWT,0
Denmark,DNK,Laos,LAO,0
Denmark,DNK,Lebanon,LBN,0
Denmark,DNK,Liberia,LBR,18
Denmark,DNK,Libya,LBY,0
Denmark,DNK,Saint Lucia,LCA,0
Denmark,DNK,Sri Lanka,LKA,0
Denmark,DNK,Lesotho,LSO,0
Denmark,DNK,Lithuania,LTU,100
Denmark,DNK,Luxembourg,LUX,257
Denmark,DNK,Latvia,LVA,98
Denmark,DNK,Macao,MAC,0
Denmark,DNK,Morocco,MAR,0
Denmark,DNK,Moldova,MDA,0
Denmark,DNK,Madagascar,MDG,0
Denmark,DNK,Maldives,MDV,0
Denmark,DNK,Mexico,MEX,0
Denmark,DNK,Macedonia,MKD,15
Denmark,DNK,Mali,MLI,0
Denmark,DNK,Malta,MLT,6
Denmark,DNK,Myanmar,MMR,0
Denmark,DNK,Montenegro,MNE,23
Denmark,DNK,Mongolia,MNG,0
Denmark,DNK,Mozambique,MOZ,0
Denmark,DNK,Mauritania,MRT,0
Denmark,DNK,Martinique,MTQ,0
Denmark,DNK,Mauritius,MUS,0
Denmark,DNK,Malawi,MWI,0
Denmark,DNK,Malaysia,MYS,0
Denmark,DNK,Mayotte,MYT,0
Denmark,DNK,Namibia,NAM,0
Denmark,DNK,New Caledonia,NCL,0
Denmark,DNK,Niger,NER,0
Denmark,DNK,Nigeria,NGA,0
Denmark,DNK,Nicaragua,NIC,0
Denmark,DNK,Netherlands,NLD,1
Denmark,DNK,Norway,NOR,1816
Denmark,DNK,Nepal,NPL,0
Denmark,DNK,New Zealand,NZL,8
Denmark,DNK,Oman,OMN,0
Denmark,DNK,Pakistan,PAK,0
Denmark,DNK,Panama,PAN,4
Denmark,DNK,Peru,PER,0
Denmark,DNK,Philippines,PHL,0
Denmark,DNK,Papua New Guinea,PNG,0
Denmark,DNK,Poland,POL,291
Denmark,DNK,Puerto Rico,PRI,0
Denmark,DNK,North Korea,PRK,0
Denmark,DNK,Portugal,PRT,10
Denmark,DNK,Paraguay,PRY,0
Denmark,DNK,Palestine,PSE,0
Denmark,DNK,French Polynesia,PYF,0
Denmark,DNK,Qatar,QAT,0
Denmark,DNK,Reunion,REU,0
Denmark,DNK,Romania,ROU,34
Denmark,DNK,Russia,RUS,20
Denmark,DNK,Rwanda,RWA,0
Denmark,DNK,Saudi Arabia,SAU,0
Denmark,DNK,Sudan,SDN,0
Denmark,DNK,Senegal,SEN,0
Denmark,DNK,Singapore,SGP,0
Denmark,DNK,Solomon Islands,SLB,0
Denmark,DNK,Sierra Leone,SLE,0
Denmark,DNK,El Salvador,SLV,0
Denmark,DNK,Somalia,SOM,0
Denmark,DNK,Serbia,SRB,499
Denmark,DNK,South Sudan,SSD,51
Denmark,DNK,Sao Tome and Principe,STP,0
Denmark,DNK,Suriname,SUR,0
Denmark,DNK,Slovakia,SVK,49
Denmark,DNK,Slovenia,SVN,38
Denmark,DNK,Sweden,SWE,5450
Denmark,DNK,Swaziland,SWZ,0
Denmark,DNK,Syria,SYR,0
Denmark,DNK,Chad,TCD,0
Denmark,DNK,Togo,TGO,0
Denmark,DNK,Thailand,THA,0
Denmark,DNK,Tajikistan,TJK,0
Denmark,DNK,Turkmenistan,TKM,0
Denmark,DNK,East Timor,TLS,0
Denmark,DNK,Tonga,TON,0
Denmark,DNK,Trinidad and Tobago,TTO,0
Denmark,DNK,Tunisia,TUN,0
Denmark,DNK,Turkey,TUR,513
Denmark,DNK,Tanzania,TZA,0
Denmark,DNK,Uganda,UGA,15
Denmark,DNK,Ukraine,UKR,0
Denmark,DNK,Uruguay,URY,0
Denmark,DNK,United States,USA,0
Denmark,DNK,Uzbekistan,UZB,8
Denmark,DNK,Saint Vincent and the Grenadines,VCT,0
Denmark,DNK,Venezuela,VEN,1
Denmark,DNK,Virgin Islands,VIR,0
Denmark,DNK,Vietnam,VNM,0
Denmark,DNK,Vanuatu,VUT,0
Denmark,DNK,Samoa,WSM,0
Denmark,DNK,Yemen,YEM,0
Denmark,DNK,South Africa,ZAF,172
Denmark,DNK,Zambia,ZMB,0
Denmark,DNK,Zimbabwe,ZWE,0
Dominican Republic,DOM,Aruba,ABW,969
Dominican Republic,DOM,Afghanistan,AFG,0
Dominican Republic,DOM,Angola,AGO,1
Dominican Republic,DOM,Albania,ALB,0
Dominican Republic,DOM,United Arab Emirates,ARE,1
Dominican Republic,DOM,Argentina,ARG,1
Dominican Republic,DOM,Armenia,ARM,0
Dominican Republic,DOM,Australia,AUS,79
Dominican Republic,DOM,Austria,AUT,719
Dominican Republic,DOM,Azerbaijan,AZE,0
Dominican Republic,DOM,Burundi,BDI,4
Dominican Republic,DOM,Belgium,BEL,190
Dominican Republic,DOM,Benin,BEN,0
Dominican Republic,DOM,Burkina Faso,BFA,0
Dominican Republic,DOM,Bangladesh,BGD,0
Dominican Republic,DOM,Bulgaria,BGR,17
Dominican Republic,DOM,Bahrain,BHR,6
Dominican Republic,DOM,Bahamas,BHS,59
Dominican Republic,DOM,Bosnia and Herzegovina,BIH,0
Dominican Republic,DOM,Belarus,BLR,2
Dominican Republic,DOM,Belize,BLZ,0
Dominican Republic,DOM,Bolivia,BOL,18
Dominican Republic,DOM,Brazil,BRA,110
Dominican Republic,DOM,Barbados,BRB,1
Dominican Republic,DOM,Brunei,BRN,0
Dominican Republic,DOM,Bhutan,BTN,0
Dominican Republic,DOM,Botswana,BWA,1
Dominican Republic,DOM,Central African Republic,CAF,1
Dominican Republic,DOM,Canada,CAN,1687
Dominican Republic,DOM,Switzerland,CHE,3183
Dominican Republic,DOM,Channel Islands,CHI,0
Dominican Republic,DOM,Chile,CHL,28
Dominican Republic,DOM,China,CHN,0
Dominican Republic,DOM,Ivory Coast,CIV,0
Dominican Republic,DOM,Cameroon,CMR,0
Dominican Republic,DOM,Democratic Republic of the Congo,COD,0
Dominican Republic,DOM,Republic of Congo,COG,2
Dominican Republic,DOM,Colombia,COL,250
Dominican Republic,DOM,Comoros,COM,0
Dominican Republic,DOM,Cape Verde,CPV,0
Dominican Republic,DOM,Costa Rica,CRI,55
Dominican Republic,DOM,Cuba,CUB,0
Dominican Republic,DOM,Cyprus,CYP,7
Dominican Republic,DOM,Czech Republic,CZE,52
Dominican Republic,DOM,Germany,DEU,2577
Dominican Republic,DOM,Djibouti,DJI,0
Dominican Republic,DOM,Denmark,DNK,55
Dominican Republic,DOM,Dominican Republic,DOM,0
Dominican Republic,DOM,Algeria,DZA,3
Dominican Republic,DOM,Ecuador,ECU,457
Dominican Republic,DOM,Egypt,EGY,1
Dominican Republic,DOM,Eritrea,ERI,0
Dominican Republic,DOM,Western Sahara,ESH,0
Dominican Republic,DOM,Spain,ESP,56301
Dominican Republic,DOM,Estonia,EST,1
Dominican Republic,DOM,Ethiopia,ETH,0
Dominican Republic,DOM,Finland,FIN,73
Dominican Republic,DOM,Fiji,FJI,0
Dominican Republic,DOM,France,FRA,2663
Dominican Republic,DOM,Micronesia,FSM,0
Dominican Republic,DOM,Gabon,GAB,0
Dominican Republic,DOM,United Kingdom,GBR,88
Dominican Republic,DOM,Georgia,GEO,0
Dominican Republic,DOM,Ghana,GHA,0
Dominican Republic,DOM,Guinea,GIN,0
Dominican Republic,DOM,Guadeloupe,GLP,0
Dominican Republic,DOM,Gambia,GMB,0
Dominican Republic,DOM,Guinea-Bissau,GNB,0
Dominican Republic,DOM,Equatorial Guinea,GNQ,1
Dominican Republic,DOM,Greece,GRC,384
Dominican Republic,DOM,Grenada,GRD,0
Dominican Republic,DOM,Guatemala,GTM,18
Dominican Republic,DOM,French Guiana,GUF,0
Dominican Republic,DOM,Guam,GUM,0
Dominican Republic,DOM,Guyana,GUY,4
Dominican Republic,DOM,Hong Kong,HKG,0
Dominican Republic,DOM,Honduras,HND,7
Dominican Republic,DOM,Croatia,HRV,1
Dominican Republic,DOM,Haiti,HTI,587
Dominican Republic,DOM,Hungary,HUN,36
Dominican Republic,DOM,Indonesia,IDN,0
Dominican Republic,DOM,India,IND,0
Dominican Republic,DOM,Ireland,IRL,10
Dominican Republic,DOM,Iran,IRN,0
Dominican Republic,DOM,Iraq,IRQ,0
Dominican Republic,DOM,Iceland,ISL,16
Dominican Republic,DOM,Israel,ISR,68
Dominican Republic,DOM,Italy,ITA,14751
Dominican Republic,DOM,Jamaica,JAM,0
Dominican Republic,DOM,Jordan,JOR,0
Dominican Republic,DOM,Japan,JPN,0
Dominican Republic,DOM,Kazakhstan,KAZ,36
Dominican Republic,DOM,Kenya,KEN,0
Dominican Republic,DOM,Kyrgyzstan,KGZ,0
Dominican Republic,DOM,Cambodia,KHM,0
Dominican Republic,DOM,South Korea,KOR,0
Dominican Republic,DOM,Kuwait,KWT,0
Dominican Republic,DOM,Laos,LAO,0
Dominican Republic,DOM,Lebanon,LBN,0
Dominican Republic,DOM,Liberia,LBR,2
Dominican Republic,DOM,Libya,LBY,0
Dominican Republic,DOM,Saint Lucia,LCA,13
Dominican Republic,DOM,Sri Lanka,LKA,0
Dominican Republic,DOM,Lesotho,LSO,0
Dominican Republic,DOM,Lithuania,LTU,2
Dominican Republic,DOM,Luxembourg,LUX,12
Dominican Republic,DOM,Latvia,LVA,3
Dominican Republic,DOM,Macao,MAC,0
Dominican Republic,DOM,Morocco,MAR,0
Dominican Republic,DOM,Moldova,MDA,1
Dominican Republic,DOM,Madagascar,MDG,1
Dominican Republic,DOM,Maldives,MDV,0
Dominican Republic,DOM,Mexico,MEX,391
Dominican Republic,DOM,Macedonia,MKD,0
Dominican Republic,DOM,Mali,MLI,0
Dominican Republic,DOM,Malta,MLT,0
Dominican Republic,DOM,Myanmar,MMR,0
Dominican Republic,DOM,Montenegro,MNE,0
Dominican Republic,DOM,Mongolia,MNG,0
Dominican Republic,DOM,Mozambique,MOZ,0
Dominican Republic,DOM,Mauritania,MRT,0
Dominican Republic,DOM,Martinique,MTQ,5
Dominican Republic,DOM,Mauritius,MUS,0
Dominican Republic,DOM,Malawi,MWI,0
Dominican Republic,DOM,Malaysia,MYS,0
Dominican Republic,DOM,Mayotte,MYT,0
Dominican Republic,DOM,Namibia,NAM,0
Dominican Republic,DOM,New Caledonia,NCL,4
Dominican Republic,DOM,Niger,NER,0
Dominican Republic,DOM,Nigeria,NGA,0
Dominican Republic,DOM,Nicaragua,NIC,0
Dominican Republic,DOM,Netherlands,NLD,1645
Dominican Republic,DOM,Norway,NOR,281
Dominican Republic,DOM,Nepal,NPL,0
Dominican Republic,DOM,New Zealand,NZL,6
Dominican Republic,DOM,Oman,OMN,0
Dominican Republic,DOM,Pakistan,PAK,0
Dominican Republic,DOM,Panama,PAN,60
Dominican Republic,DOM,Peru,PER,0
Dominican Republic,DOM,Philippines,PHL,1
Dominican Republic,DOM,Papua New Guinea,PNG,0
Dominican Republic,DOM,Poland,POL,50
Dominican Republic,DOM,Puerto Rico,PRI,0
Dominican Republic,DOM,North Korea,PRK,0
Dominican Republic,DOM,Portugal,PRT,32
Dominican Republic,DOM,Paraguay,PRY,4
Dominican Republic,DOM,Palestine,PSE,0
Dominican Republic,DOM,French Polynesia,PYF,0
Dominican Republic,DOM,Qatar,QAT,0
Dominican Republic,DOM,Reunion,REU,1
Dominican Republic,DOM,Romania,ROU,26
Dominican Republic,DOM,Russia,RUS,47
Dominican Republic,DOM,Rwanda,RWA,1
Dominican Republic,DOM,Saudi Arabia,SAU,0
Dominican Republic,DOM,Sudan,SDN,0
Dominican Republic,DOM,Senegal,SEN,0
Dominican Republic,DOM,Singapore,SGP,0
Dominican Republic,DOM,Solomon Islands,SLB,0
Dominican Republic,DOM,Sierra Leone,SLE,0
Dominican Republic,DOM,El Salvador,SLV,12
Dominican Republic,DOM,Somalia,SOM,0
Dominican Republic,DOM,Serbia,SRB,3
Dominican Republic,DOM,South Sudan,SSD,7
Dominican Republic,DOM,Sao Tome and Principe,STP,0
Dominican Republic,DOM,Suriname,SUR,0
Dominican Republic,DOM,Slovakia,SVK,16
Dominican Republic,DOM,Slovenia,SVN,76
Dominican Republic,DOM,Sweden,SWE,270
Dominican Republic,DOM,Swaziland,SWZ,0
Dominican Republic,DOM,Syria,SYR,1
Dominican Republic,DOM,Chad,TCD,0
Dominican Republic,DOM,Togo,TGO,0
Dominican Republic,DOM,Thailand,THA,1
Dominican Republic,DOM,Tajikistan,TJK,0
Dominican Republic,DOM,Turkmenistan,TKM,0
Dominican Republic,DOM,East Timor,TLS,0
Dominican Republic,DOM,Tonga,TON,0
Dominican Republic,DOM,Trinidad and Tobago,TTO,0
Dominican Republic,DOM,Tunisia,TUN,0
Dominican Republic,DOM,Turkey,TUR,104
Dominican Republic,DOM,Tanzania,TZA,1
Dominican Republic,DOM,Uganda,UGA,1
Dominican Republic,DOM,Ukraine,UKR,17
Dominican Republic,DOM,Uruguay,URY,0
Dominican Republic,DOM,United States,USA,95233
Dominican Republic,DOM,Uzbekistan,UZB,0
Dominican Republic,DOM,Saint Vincent and the Grenadines,VCT,0
Dominican Republic,DOM,Venezuela,VEN,1999
Dominican Republic,DOM,Virgin Islands,VIR,190
Dominican Republic,DOM,Vietnam,VNM,19
Dominican Republic,DOM,Vanuatu,VUT,0
Dominican Republic,DOM,Samoa,WSM,0
Dominican Republic,DOM,Yemen,YEM,0
Dominican Republic,DOM,South Africa,ZAF,19
Dominican Republic,DOM,Zambia,ZMB,0
Dominican Republic,DOM,Zimbabwe,ZWE,0
Algeria,DZA,Aruba,ABW,0
Algeria,DZA,Afghanistan,AFG,0
Algeria,DZA,Angola,AGO,0
Algeria,DZA,Albania,ALB,0
Algeria,DZA,United Arab Emirates,ARE,0
Algeria,DZA,Argentina,ARG,0
Algeria,DZA,Armenia,ARM,0
Algeria,DZA,Australia,AUS,0
Algeria,DZA,Austria,AUT,23
Algeria,DZA,Azerbaijan,AZE,0
Algeria,DZA,Burundi,BDI,0
Algeria,DZA,Belgium,BEL,535
Algeria,DZA,Benin,BEN,0
Algeria,DZA,Burkina Faso,BFA,0
Algeria,DZA,Bangladesh,BGD,0
Algeria,DZA,Bulgaria,BGR,135
Algeria,DZA,Bahrain,BHR,0
Algeria,DZA,Bahamas,BHS,0
Algeria,DZA,Bosnia and Herzegovina,BIH,0
Algeria,DZA,Belarus,BLR,0
Algeria,DZA,Belize,BLZ,0
Algeria,DZA,Bolivia,BOL,0
Algeria,DZA,Brazil,BRA,54
Algeria,DZA,Barbados,BRB,0
Algeria,DZA,Brunei,BRN,0
Algeria,DZA,Bhutan,BTN,0
Algeria,DZA,Botswana,BWA,0
Algeria,DZA,Central African Republic,CAF,0
Algeria,DZA,Canada,CAN,1761
Algeria,DZA,Switzerland,CHE,393
Algeria,DZA,Channel Islands,CHI,0
Algeria,DZA,Chile,CHL,0
Algeria,DZA,China,CHN,0
Algeria,DZA,Ivory Coast,CIV,0
Algeria,DZA,Cameroon,CMR,0
Algeria,DZA,Democratic Republic of the Congo,COD,0
Algeria,DZA,Republic of Congo,COG,0
Algeria,DZA,Colombia,COL,2
Algeria,DZA,Comoros,COM,0
Algeria,DZA,Cape Verde,CPV,0
Algeria,DZA,Costa Rica,CRI,0
Algeria,DZA,Cuba,CUB,0
Algeria,DZA,Cyprus,CYP,4
Algeria,DZA,Czech Republic,CZE,320
Algeria,DZA,Germany,DEU,0
Algeria,DZA,Djibouti,DJI,0
Algeria,DZA,Denmark,DNK,0
Algeria,DZA,Dominican Republic,DOM,0
Algeria,DZA,Algeria,DZA,0
Algeria,DZA,Ecuador,ECU,16
Algeria,DZA,Egypt,EGY,0
Algeria,DZA,Eritrea,ERI,0
Algeria,DZA,Western Sahara,ESH,45021
Algeria,DZA,Spain,ESP,11049
Algeria,DZA,Estonia,EST,0
Algeria,DZA,Ethiopia,ETH,0
Algeria,DZA,Finland,FIN,115
Algeria,DZA,Fiji,FJI,0
Algeria,DZA,France,FRA,140523
Algeria,DZA,Micronesia,FSM,0
Algeria,DZA,Gabon,GAB,0
Algeria,DZA,United Kingdom,GBR,2152
Algeria,DZA,Georgia,GEO,0
Algeria,DZA,Ghana,GHA,0
Algeria,DZA,Guinea,GIN,0
Algeria,DZA,Guadeloupe,GLP,0
Algeria,DZA,Gambia,GMB,0
Algeria,DZA,Guinea-Bissau,GNB,0
Algeria,DZA,Equatorial Guinea,GNQ,0
Algeria,DZA,Greece,GRC,76
Algeria,DZA,Grenada,GRD,0
Algeria,DZA,Guatemala,GTM,0
Algeria,DZA,French Guiana,GUF,0
Algeria,DZA,Guam,GUM,0
Algeria,DZA,Guyana,GUY,0
Algeria,DZA,Hong Kong,HKG,0
Algeria,DZA,Honduras,HND,0
Algeria,DZA,Croatia,HRV,0
Algeria,DZA,Haiti,HTI,0
Algeria,DZA,Hungary,HUN,126
Algeria,DZA,Indonesia,IDN,0
Algeria,DZA,India,IND,0
Algeria,DZA,Ireland,IRL,0
Algeria,DZA,Iran,IRN,0
Algeria,DZA,Iraq,IRQ,0
Algeria,DZA,Iceland,ISL,0
Algeria,DZA,Israel,ISR,10443
Algeria,DZA,Italy,ITA,1505
Algeria,DZA,Jamaica,JAM,0
Algeria,DZA,Jordan,JOR,0
Algeria,DZA,Japan,JPN,0
Algeria,DZA,Kazakhstan,KAZ,0
Algeria,DZA,Kenya,KEN,0
Algeria,DZA,Kyrgyzstan,KGZ,0
Algeria,DZA,Cambodia,KHM,0
Algeria,DZA,South Korea,KOR,0
Algeria,DZA,Kuwait,KWT,0
Algeria,DZA,Laos,LAO,0
Algeria,DZA,Lebanon,LBN,0
Algeria,DZA,Liberia,LBR,0
Algeria,DZA,Libya,LBY,0
Algeria,DZA,Saint Lucia,LCA,0
Algeria,DZA,Sri Lanka,LKA,0
Algeria,DZA,Lesotho,LSO,0
Algeria,DZA,Lithuania,LTU,5
Algeria,DZA,Luxembourg,LUX,1
Algeria,DZA,Latvia,LVA,4
Algeria,DZA,Macao,MAC,0
Algeria,DZA,Morocco,MAR,0
Algeria,DZA,Moldova,MDA,0
Algeria,DZA,Madagascar,MDG,39
